id,context,prompt,speaker_utterance,listener_utterance,exchange_number,s_word_len,l_word_len,empathy,,
hit:10876_conv:21752,trusting,I hired someone to clean my house the other day and I wasn't going to be home.  But they had good reviews on Facebook.,I hired someone to clean my house last week!,Did they do a good job of cleaning your house?,1,9,10,3,,
hit:10876_conv:21752,trusting,I hired someone to clean my house the other day and I wasn't going to be home.  But they had good reviews on Facebook.,It ended up yes_comma_ I was worried though because I was not home.,That would make me nervous_comma_ you never know if they are looking through your things.,2,13,15,3,,
hit:10876_conv:21752,trusting,I hired someone to clean my house the other day and I wasn't going to be home.  But they had good reviews on Facebook.,Yeah but they had really good reviews and were reccomended to me by my neighbor.,That helps a lot with the peace of mind. I am glad it worked out well for you!,3,15,18,3,,
hit:10876_conv:21752,trusting,I hired someone to clean my house the other day and I wasn't going to be home.  But they had good reviews on Facebook.,I will not be so worried next time.,It is nice when they can build up that trust with you!,4,8,12,3,,
hit:5178_conv:10357,sad,I'm sad I didn't get the job I really wanted. I prepared and practiced interviewing for so long.,I am sad I did not get the job I really wanted and prepared for.,Oh no!  im sorry_comma_ I have been there before too many times.  Just know everything happens for a reason ,1,15,19,3,,
hit:5178_conv:10357,sad,I'm sad I didn't get the job I really wanted. I prepared and practiced interviewing for so long.,That is what I keep reminding myself as I apply for more jobs.,Good! I try my best to live by that.  Its hard sometimes though_comma_  Life is weird.,2,13,16,3,,
hit:5178_conv:10357,sad,I'm sad I didn't get the job I really wanted. I prepared and practiced interviewing for so long.,I am sad I did not get the job I really wanted and prepared for.,Oh no!  im sorry_comma_ I have been there before too many times.  Just know everything happens for a reason,1,15,19,3,,
hit:5178_conv:10357,sad,I'm sad I didn't get the job I really wanted. I prepared and practiced interviewing for so long.,That is what I keep reminding myself as I apply for more jobs.,Good! I try my best to live by that.  Its hard sometimes though_comma_  Life is weird.,2,13,16,3,,
hit:5455_conv:10910,disgusted,One time my cousin had an infected toe. He touched his toe with his hand and then stuck his finger in his mouth. After that he opened the fridge and touched other things with the same finger..,Man_comma_ some people are just nasty. One time my cousin had an infected toe_comma_ and he would not wash his hands after touching it.,He probably passed the infection to his mouth! Gross!,1,24,9,3,,
hit:5455_conv:10910,disgusted,One time my cousin had an infected toe. He touched his toe with his hand and then stuck his finger in his mouth. After that he opened the fridge and touched other things with the same finger..,Lol_comma_ I would not doubt it_comma_ especially since he stuck the same finger he used to touch his toe_comma_ right into his mouth. It was so gross to watch. And then afterwards he went to the fridge and started touching all kinds of items in there.,He needs to be quarantined whenever he gets some kind of sickness_comma_ lol.,2,46,13,3,,
hit:5455_conv:10910,disgusted,One time my cousin had an infected toe. He touched his toe with his hand and then stuck his finger in his mouth. After that he opened the fridge and touched other things with the same finger..,Man_comma_ some people are just nasty. One time my cousin had an infected toe_comma_ and he would not wash his hands after touching it.,He probably passed the infection to his mouth! Gross!,1,24,9,3,,
hit:5455_conv:10910,disgusted,One time my cousin had an infected toe. He touched his toe with his hand and then stuck his finger in his mouth. After that he opened the fridge and touched other things with the same finger..,Lol_comma_ I would not doubt it_comma_ especially since he stuck the same finger he used to touch his toe_comma_ right into his mouth. It was so gross to watch. And then afterwards he went to the fridge and started touching all kinds of items in there.,He needs to be quarantined whenever he gets some kind of sickness_comma_ lol.,2,46,13,3,,
hit:10724_conv:21448,nostalgic,I recently purchased a Nintendo Switch and playing it reminded me of my childhood playing games with my friends.,I recently purchased a Nintendo Switch and playing it reminded me of my childhood playing games with my friends.,Dang! What kind of games did you play?,1,19,8,3,,
hit:10724_conv:21448,nostalgic,I recently purchased a Nintendo Switch and playing it reminded me of my childhood playing games with my friends.,I played Mario Odyssey which is incredibly fun.,I heard it is one of the best games of this generation!,2,8,12,3,,
hit:10724_conv:21448,nostalgic,I recently purchased a Nintendo Switch and playing it reminded me of my childhood playing games with my friends.,I recently purchased a Nintendo Switch and playing it reminded me of my childhood playing games with my friends.,Dang! What kind of games did you play?,1,19,8,3,,
hit:10724_conv:21448,nostalgic,I recently purchased a Nintendo Switch and playing it reminded me of my childhood playing games with my friends.,I played Mario Odyssey which is incredibly fun.,I heard it is one of the best games of this generation!,2,8,12,3,,
hit:10931_conv:21863,sad,Last week we had to go to a funeral. It really hit me hard seeing all my grieving friends.,I had to go to my brother in laws funeral last week.,Oh no! I am sorry to hear of your loss. Are you taking it ok?,1,12,15,3,,
hit:10931_conv:21863,sad,Last week we had to go to a funeral. It really hit me hard seeing all my grieving friends.,I am ok. It just hit me hard seeing all those sad people.,Yeah_comma_ funerals are really sad but they can make one appreciate life so much more.,2,13,15,3,,
hit:10931_conv:21863,sad,Last week we had to go to a funeral. It really hit me hard seeing all my grieving friends.,I had to go to my brother in laws funeral last week.,Oh no! I am sorry to hear of your loss. Are you taking it ok?,1,12,15,3,,
hit:10931_conv:21863,sad,Last week we had to go to a funeral. It really hit me hard seeing all my grieving friends.,I am ok. It just hit me hard seeing all those sad people.,Yeah_comma_ funerals are really sad but they can make one appreciate life so much more.,2,13,15,3,,
hit:70_conv:140,faithful,My friend's boyfriend got into an accident 5 years ago. She's still with him.,My friend's boyfriend got into an accident 5 years ago. She is still with him.,What happened to him? How are they doing?,1,15,8,3,,
hit:70_conv:140,faithful,My friend's boyfriend got into an accident 5 years ago. She's still with him.,Got into a motorcycle accident and is now paraplegic. They are doing just fine! He is got his pride issues_comma_ but she is sticking with him.,That is understanable_comma_ I would be the same way.,2,26,9,3,,
hit:70_conv:140,faithful,My friend's boyfriend got into an accident 5 years ago. She's still with him.,My friend's boyfriend got into an accident 5 years ago. She is still with him.,What happened to him? How are they doing?,1,15,8,3,,
hit:70_conv:140,faithful,My friend's boyfriend got into an accident 5 years ago. She's still with him.,Got into a motorcycle accident and is now paraplegic. They are doing just fine! He is got his pride issues_comma_ but she is sticking with him.,That is understanable_comma_ I would be the same way.,2,26,9,3,,
hit:12000_conv:24001,faithful,I asked my friend to get some stuff for a party_comma_ knew I could count on him though.,I asked my friend to get some stuff for a party_comma_ knew I could count on him though.,And did he pull through?,1,18,5,1,,
hit:12000_conv:24001,faithful,I asked my friend to get some stuff for a party_comma_ knew I could count on him though.,Oh yeah_comma_ the party was great too.,I love it whern,2,7,4,1,,
hit:12000_conv:24001,faithful,I asked my friend to get some stuff for a party_comma_ knew I could count on him though.,I asked my friend to get some stuff for a party_comma_ knew I could count on him though.,And did he pull through?,1,18,5,1,,
hit:12000_conv:24001,faithful,I asked my friend to get some stuff for a party_comma_ knew I could count on him though.,Oh yeah_comma_ the party was great too.,I love it whern,2,7,4,1,,
hit:3925_conv:7851,hopeful,I am going back to school this month and I always drop classes but I am positive to stay on track this time around to get my degree.,I am going back to school I am going to stick to my goal and do not stop until I get my degree.,I wish you luck,1,23,4,3,,
hit:3925_conv:7851,hopeful,I am going back to school this month and I always drop classes but I am positive to stay on track this time around to get my degree.,Thanks I am super excited I know I will have a great outcome I have goals to meet.,I am sure you will meet them,2,18,7,3,,
hit:3925_conv:7851,hopeful,I am going back to school this month and I always drop classes but I am positive to stay on track this time around to get my degree.,I am going back to school I am going to stick to my goal and do not stop until I get my degree.,I wish you luck,1,23,4,3,,
hit:3925_conv:7851,hopeful,I am going back to school this month and I always drop classes but I am positive to stay on track this time around to get my degree.,Thanks I am super excited I know I will have a great outcome I have goals to meet.,I am sure you will meet them,2,18,7,3,,
hit:7584_conv:15168,ashamed,I should never of lied about my job.,I should never of lied about my job.,ok now deal with it by confessing to her ,1,8,9,2,,
hit:7584_conv:15168,ashamed,I should never of lied about my job.,I did not tell her_comma_ it was to my interviewer.,oh ok. Just be hopeful that he will not find out,2,10,11,2,,
hit:7584_conv:15168,ashamed,I should never of lied about my job.,I should never of lied about my job.,ok now deal with it by confessing to her,1,8,9,2,,
hit:7584_conv:15168,ashamed,I should never of lied about my job.,I did not tell her_comma_ it was to my interviewer.,oh ok. Just be hopeful that he will not find out,2,10,11,2,,
hit:12204_conv:24409,confident,I've been dieting very hard for the past 3 months in preparation for a bodybuilding show I have coming up. I think I can win this one!,I have been dieting really hard for three months now to get ready for a bodybuilding show I have coming up. The results speak for themselves and I think I got this one in the bag!,Where will the show be?,1,36,5,3,,
hit:12204_conv:24409,confident,I've been dieting very hard for the past 3 months in preparation for a bodybuilding show I have coming up. I think I can win this one!,New Orleans_comma_ Louisiana! I am so hyped up... but hungry. Once it is over and I go home with my first place trophy_comma_ I am going to eat like a pig!,that sounds amazing! check out the french quarter while you are there.,2,31,12,3,,
hit:12204_conv:24409,confident,I've been dieting very hard for the past 3 months in preparation for a bodybuilding show I have coming up. I think I can win this one!,I have been dieting really hard for three months now to get ready for a bodybuilding show I have coming up. The results speak for themselves and I think I got this one in the bag!,Where will the show be?,1,36,5,3,,
hit:12204_conv:24409,confident,I've been dieting very hard for the past 3 months in preparation for a bodybuilding show I have coming up. I think I can win this one!,New Orleans_comma_ Louisiana! I am so hyped up... but hungry. Once it is over and I go home with my first place trophy_comma_ I am going to eat like a pig!,that sounds amazing! check out the french quarter while you are there.,2,31,12,3,,
hit:3615_conv:7231,sad,when i lost a close friend i felt bad,i cried a lot but i had to let it go,wow_comma_ what happened?,1,11,3,3,,
hit:3615_conv:7231,sad,when i lost a close friend i felt bad,i had lost a very close friend,I am so sorry to hear about that,2,7,8,3,,
hit:3615_conv:7231,sad,when i lost a close friend i felt bad,i cried a lot but i had to let it go,wow_comma_ what happened?,1,11,3,3,,
hit:3615_conv:7231,sad,when i lost a close friend i felt bad,i had lost a very close friend,I am so sorry to hear about that,2,7,8,3,,
hit:9035_conv:18070,impressed,I moved over the weekend.  The truck took us about 5 hours to load.  When we unloaded it took a little under an hour.,I moved over the weekend.  Although it took about 5 hours to load the truck_comma_ when we unloaded the next day it took a little under an hour.,you made quick work out of that,1,28,7,3,,
hit:9035_conv:18070,impressed,I moved over the weekend.  The truck took us about 5 hours to load.  When we unloaded it took a little under an hour.,Yeah_comma_ I was really happy that the unloading took as little time as it did.,i wish i could unload that fast,2,15,7,3,,
hit:9035_conv:18070,impressed,I moved over the weekend.  The truck took us about 5 hours to load.  When we unloaded it took a little under an hour.,I moved over the weekend.  Although it took about 5 hours to load the truck_comma_ when we unloaded the next day it took a little under an hour.,you made quick work out of that,1,28,7,3,,
hit:9035_conv:18070,impressed,I moved over the weekend.  The truck took us about 5 hours to load.  When we unloaded it took a little under an hour.,Yeah_comma_ I was really happy that the unloading took as little time as it did.,i wish i could unload that fast,2,15,7,3,,
hit:8352_conv:16705,nostalgic,I caught my daughter singing The Spice Girls when she was little. She thought it was a brand new song!,My kid was signing The Spice Girls a few years ago. She thought she had discovered a new band! She asked if I had ever heard of them before.,Yeah_comma_ they are cute like that. How old is she ?,1,29,11,2,,
hit:8352_conv:16705,nostalgic,I caught my daughter singing The Spice Girls when she was little. She thought it was a brand new song!,She almost 11 now. She loves to listen to all of the bands from when I was younger. It is really cute.,I have a 10 year old like that.,2,22,8,2,,
hit:8352_conv:16705,nostalgic,I caught my daughter singing The Spice Girls when she was little. She thought it was a brand new song!,My kid was signing The Spice Girls a few years ago. She thought she had discovered a new band! She asked if I had ever heard of them before.,Yeah_comma_ they are cute like that. How old is she ?,1,29,11,2,,
hit:8352_conv:16705,nostalgic,I caught my daughter singing The Spice Girls when she was little. She thought it was a brand new song!,She almost 11 now. She loves to listen to all of the bands from when I was younger. It is really cute.,I have a 10 year old like that.,2,22,8,2,,
hit:5149_conv:10299,afraid,I am home alone and I just heard a noise upstairs.  This is scary.,This is so creepy_comma_ I dont know if im going to be able to sleep tonight.,What is so creepy,1,16,4,1,,
hit:5149_conv:10299,afraid,I am home alone and I just heard a noise upstairs.  This is scary.,I am home alone right now and I just heard a noise upstairs.  I dont want to go up there.,I am sure you are fine,2,20,6,1,,
hit:5149_conv:10299,afraid,I am home alone and I just heard a noise upstairs.  This is scary.,This is so creepy_comma_ I dont know if im going to be able to sleep tonight.,What is so creepy,1,16,4,1,,
hit:5149_conv:10299,afraid,I am home alone and I just heard a noise upstairs.  This is scary.,I am home alone right now and I just heard a noise upstairs.  I dont want to go up there.,I am sure you are fine,2,20,6,1,,
hit:10018_conv:20037,devastated,My dog died today,I came home from work today and found my dog dead,That is terrible_comma_ did you cry?,1,11,6,1,,
hit:10018_conv:20037,devastated,My dog died today,Definitely!  He was my best friend for 11 years!,Will you get a new dog?,2,9,6,1,,
hit:10018_conv:20037,devastated,My dog died today,I came home from work today and found my dog dead,That is terrible_comma_ did you cry?,1,11,6,1,,
hit:10018_conv:20037,devastated,My dog died today,Definitely!  He was my best friend for 11 years!,Will you get a new dog?,2,9,6,1,,
hit:1423_conv:2846,anticipating,Got a call that I won the weekend trip to New York. I've never been!,Got a call that I won the weekend trip to New York. I have never been!,Great_comma_ are you taking anyone with you?,1,16,7,2,,
hit:1423_conv:2846,anticipating,Got a call that I won the weekend trip to New York. I've never been!,Yea_comma_ I am taking my mom.,That should be a very fun trip for you.,2,6,9,2,,
hit:1423_conv:2846,anticipating,Got a call that I won the weekend trip to New York. I've never been!,Got a call that I won the weekend trip to New York. I have never been!,Great_comma_ are you taking anyone with you?,1,16,7,2,,
hit:1423_conv:2846,anticipating,Got a call that I won the weekend trip to New York. I've never been!,Yea_comma_ I am taking my mom.,That should be a very fun trip for you.,2,6,9,2,,
hit:6157_conv:12315,anticipating,I am saving money to be able to buy a new car. My current car is having too many car failures. I think one day it will stop working.,I am saving money to be able to buy a new car. My current car is having too many car failures. I think one day it will stop working.,What car do you want? I am in the same boat!,1,29,11,2,,
hit:6157_conv:12315,anticipating,I am saving money to be able to buy a new car. My current car is having too many car failures. I think one day it will stop working.,I want to buy a honda civic 2018. And you?,I am looking at Ford Fiesta_comma_ it is a bit cheaper and runs smoothly,2,10,14,2,,
hit:6157_conv:12315,anticipating,I am saving money to be able to buy a new car. My current car is having too many car failures. I think one day it will stop working.,I am saving money to be able to buy a new car. My current car is having too many car failures. I think one day it will stop working.,What car do you want? I am in the same boat!,1,29,11,2,,
hit:6157_conv:12315,anticipating,I am saving money to be able to buy a new car. My current car is having too many car failures. I think one day it will stop working.,I want to buy a honda civic 2018. And you?,I am looking at Ford Fiesta_comma_ it is a bit cheaper and runs smoothly,2,10,14,2,,
hit:2175_conv:4350,proud,I am really happy with my daughters' musical ability,Both of my daughters are fine musicians.,Wow thats amazing! How old are they and what do they play?,1,7,12,3,,
hit:2175_conv:4350,proud,I am really happy with my daughters' musical ability,10-Piano_comma_ 13-Violin.,Oh! Two of the most beautiful instruments! Congrats! Does musical ability run in your family?,2,2,15,3,,
hit:2175_conv:4350,proud,I am really happy with my daughters' musical ability,yes_comma_ I am a guitar player,Awesome! What do you hope for their future?,3,6,8,3,,
hit:2175_conv:4350,proud,I am really happy with my daughters' musical ability,Both of my daughters are fine musicians.,Wow thats amazing! How old are they and what do they play?,1,7,12,3,,
hit:2175_conv:4350,proud,I am really happy with my daughters' musical ability,10-Piano_comma_ 13-Violin.,Oh! Two of the most beautiful instruments! Congrats! Does musical ability run in your family?,2,2,15,3,,
hit:2175_conv:4350,proud,I am really happy with my daughters' musical ability,yes_comma_ I am a guitar player,Awesome! What do you hope for their future?,3,6,8,3,,
hit:8952_conv:17904,apprehensive,I am making my wife dinner with this new rub I just bought.  I think Im gonna love it_comma_ but I'm pretty sure she's gonna hate it.,I am making my wife dinner with this new rub I just bought. ,That sounds so good!,1,13,4,3,,
hit:8952_conv:17904,apprehensive,I am making my wife dinner with this new rub I just bought.  I think Im gonna love it_comma_ but I'm pretty sure she's gonna hate it.,Yeah it is got coffee grounds in it... I am pretty sure she is going to hate it though. Wish me luck!,Oh no_comma_ I bet she ends up loving it!  Best of luck!,2,22,12,3,,
hit:8952_conv:17904,apprehensive,I am making my wife dinner with this new rub I just bought.  I think Im gonna love it_comma_ but I'm pretty sure she's gonna hate it.,I am making my wife dinner with this new rub I just bought.,That sounds so good!,1,13,4,3,,
hit:8952_conv:17904,apprehensive,I am making my wife dinner with this new rub I just bought.  I think Im gonna love it_comma_ but I'm pretty sure she's gonna hate it.,Yeah it is got coffee grounds in it... I am pretty sure she is going to hate it though. Wish me luck!,Oh no_comma_ I bet she ends up loving it!  Best of luck!,2,22,12,3,,
hit:933_conv:1866,devastated,My neighbor's house burn down. We can't find where the cats went.,My neighbor's house burn down. We cannot find where the cats went.,Oh no_comma_ that is awful. When did this happen?,1,12,9,3,,
hit:933_conv:1866,devastated,My neighbor's house burn down. We can't find where the cats went.,Last week. The cats are nowhere to be found. We even called the shelter.,I hope the worst did not happen to them_comma_ that is so sad.,2,14,13,3,,
hit:933_conv:1866,devastated,My neighbor's house burn down. We can't find where the cats went.,My neighbor's house burn down. We cannot find where the cats went.,Oh no_comma_ that is awful. When did this happen?,1,12,9,3,,
hit:933_conv:1866,devastated,My neighbor's house burn down. We can't find where the cats went.,Last week. The cats are nowhere to be found. We even called the shelter.,I hope the worst did not happen to them_comma_ that is so sad.,2,14,13,3,,
hit:9617_conv:19235,impressed,i was so very happy when my son came home from the navy i felt so happy i was so i can not use the word but it was the best,i dont no what to right,I guess neither do I_comma_ sorry to hear about your rabbit though.,1,6,12,3,,
hit:9617_conv:19235,impressed,i was so very happy when my son came home from the navy i felt so happy i was so i can not use the word but it was the best,at the time i was little and i cry for days but now i think about it it is funny will not do that again,Yes its a good lesson for you_comma_ hopefully you dont repeat it!,2,25,12,3,,
hit:9617_conv:19235,impressed,i was so very happy when my son came home from the navy i felt so happy i was so i can not use the word but it was the best,i dont no what to right,I guess neither do I_comma_ sorry to hear about your rabbit though.,1,6,12,3,,
hit:9617_conv:19235,impressed,i was so very happy when my son came home from the navy i felt so happy i was so i can not use the word but it was the best,at the time i was little and i cry for days but now i think about it it is funny will not do that again,Yes its a good lesson for you_comma_ hopefully you dont repeat it!,2,25,12,3,,
hit:9020_conv:18041,content,I had just got done making an entire pizza and eating it whole. it was so filling and left my mouth watering.I was fat and content.,I just got done eating an entire pizza by myself.,I do that all the time_comma_ no big deal.,1,10,9,1,,
hit:9020_conv:18041,content,I had just got done making an entire pizza and eating it whole. it was so filling and left my mouth watering.I was fat and content.,I feel so full and fat and happy. I cannot wait to do it again.,What kind of pizza did you eat?,2,15,7,1,,
hit:9020_conv:18041,content,I had just got done making an entire pizza and eating it whole. it was so filling and left my mouth watering.I was fat and content.,I just got done eating an entire pizza by myself.,I do that all the time_comma_ no big deal.,1,10,9,1,,
hit:9020_conv:18041,content,I had just got done making an entire pizza and eating it whole. it was so filling and left my mouth watering.I was fat and content.,I feel so full and fat and happy. I cannot wait to do it again.,What kind of pizza did you eat?,2,15,7,1,,
hit:3856_conv:7713,excited,I remember when I was younger waiting Christmas Day to unwrap presents.  There were a lot of things I wanted that year.,I remember being younger and waiting on Christmas Day to unwrap presents.  There were a lot of things I wanted that year.,I remember those times. Did you get what you wanted?,1,22,10,3,,
hit:3856_conv:7713,excited,I remember when I was younger waiting Christmas Day to unwrap presents.  There were a lot of things I wanted that year.,Well I was really looking forward to the Super Nintendo.  It had just come out that year and everyone my age wanted one.,The super nintendo is a classic. What is your favorite game?,2,23,11,3,,
hit:3856_conv:7713,excited,I remember when I was younger waiting Christmas Day to unwrap presents.  There were a lot of things I wanted that year.,I remember being younger and waiting on Christmas Day to unwrap presents.  There were a lot of things I wanted that year.,I remember those times. Did you get what you wanted?,1,22,10,3,,
hit:3856_conv:7713,excited,I remember when I was younger waiting Christmas Day to unwrap presents.  There were a lot of things I wanted that year.,Well I was really looking forward to the Super Nintendo.  It had just come out that year and everyone my age wanted one.,The super nintendo is a classic. What is your favorite game?,2,23,11,3,,
hit:3013_conv:6026,nostalgic,Facebook showed me the old pic from 9 years ago! Hard to believe so much time passed. It made me a bit sad in remembering my cats who have passed. it was a pic of my cat.,Facebook showed me the old pic from 9 years ago! Hard to believe so much time passed. It made me a bit sad in remembering my cats who have passed. it was a pic of my cat.,Aww_comma_ how cute. Do you miss playing with your cat?,1,37,10,3,,
hit:3013_conv:6026,nostalgic,Facebook showed me the old pic from 9 years ago! Hard to believe so much time passed. It made me a bit sad in remembering my cats who have passed. it was a pic of my cat.,No. I just miss her and many of them.,It is alright. Your cat is somewhere up in heaven.,2,9,10,3,,
hit:3013_conv:6026,nostalgic,Facebook showed me the old pic from 9 years ago! Hard to believe so much time passed. It made me a bit sad in remembering my cats who have passed. it was a pic of my cat.,Facebook showed me the old pic from 9 years ago! Hard to believe so much time passed. It made me a bit sad in remembering my cats who have passed. it was a pic of my cat.,Aww_comma_ how cute. Do you miss playing with your cat?,1,37,10,3,,
hit:3013_conv:6026,nostalgic,Facebook showed me the old pic from 9 years ago! Hard to believe so much time passed. It made me a bit sad in remembering my cats who have passed. it was a pic of my cat.,No. I just miss her and many of them.,It is alright. Your cat is somewhere up in heaven.,2,9,10,3,,
hit:857_conv:1715,excited,I'm happy for my girls going back to school this fall.,I am happy for my girls going back to school this fall.,Ohhh I feel you! lol... Mine isnt quite school aged yet but I was just saying today I cant wait. ( ha ha! ) How old are they? ,1,12,28,3,,
hit:857_conv:1715,excited,I'm happy for my girls going back to school this fall.,10 and 13 now. Both in middle school.,Does it get any easier as they get older? please tell me yes... ,2,8,13,3,,
hit:857_conv:1715,excited,I'm happy for my girls going back to school this fall.,I am happy for my girls going back to school this fall.,Ohhh I feel you! lol... Mine isnt quite school aged yet but I was just saying today I cant wait. ( ha ha! ) How old are they?,1,12,28,3,,
hit:857_conv:1715,excited,I'm happy for my girls going back to school this fall.,10 and 13 now. Both in middle school.,Does it get any easier as they get older? please tell me yes...,2,8,13,3,,
hit:9514_conv:19029,sentimental,Every time I see my wedding picture around the house I think back to that day.,When I see my wedding picture around the house I always think back to that day.,Does it make you feel happy about your life since then?,1,16,11,3,,
hit:9514_conv:19029,sentimental,Every time I see my wedding picture around the house I think back to that day.,Yeah_comma_ just makes me think back to those times and how it was so different from now.,Well at least you will always have your memories as time goes on.,2,17,13,3,,
hit:9514_conv:19029,sentimental,Every time I see my wedding picture around the house I think back to that day.,When I see my wedding picture around the house I always think back to that day.,Does it make you feel happy about your life since then?,1,16,11,3,,
hit:9514_conv:19029,sentimental,Every time I see my wedding picture around the house I think back to that day.,Yeah_comma_ just makes me think back to those times and how it was so different from now.,Well at least you will always have your memories as time goes on.,2,17,13,3,,
hit:7617_conv:15235,furious,I got pulled over for speeding but there were cars passing me that didn't get stopped. I was fit to be tied.,I got pulled over for speeding but there were cars passing me that did not get stopped. I was fit to be tied.,That does not sound fair.,1,23,5,3,,
hit:7617_conv:15235,furious,I got pulled over for speeding but there were cars passing me that didn't get stopped. I was fit to be tied.,It was not. I think the reason I only got a warning was because of how mad I was.,I am glad you did not get a ticket.,2,19,9,3,,
hit:7617_conv:15235,furious,I got pulled over for speeding but there were cars passing me that didn't get stopped. I was fit to be tied.,I got pulled over for speeding but there were cars passing me that did not get stopped. I was fit to be tied.,That does not sound fair.,1,23,5,3,,
hit:7617_conv:15235,furious,I got pulled over for speeding but there were cars passing me that didn't get stopped. I was fit to be tied.,It was not. I think the reason I only got a warning was because of how mad I was.,I am glad you did not get a ticket.,2,19,9,3,,
hit:6439_conv:12879,surprised,When I was younger_comma_ there was a car I really wanted. I had worked to make the money for it_comma_ but needed a bit more. However_comma_ for my birthday_comma_ my parents paid the rest and gave me the car.,When I was younger_comma_ I worked really hard to save up money for a car_comma_ but needed a bit more. But on my birthday_comma_ my parents paid the rest for me.,That is so cool of them. That is how parents should be,1,31,12,2,,
hit:6439_conv:12879,surprised,When I was younger_comma_ there was a car I really wanted. I had worked to make the money for it_comma_ but needed a bit more. However_comma_ for my birthday_comma_ my parents paid the rest and gave me the car.,I agree. I really wanted to do it myself_comma_ but it is something I will never forget.,We all need a little help sometimes,2,17,7,2,,
hit:6439_conv:12879,surprised,When I was younger_comma_ there was a car I really wanted. I had worked to make the money for it_comma_ but needed a bit more. However_comma_ for my birthday_comma_ my parents paid the rest and gave me the car.,When I was younger_comma_ I worked really hard to save up money for a car_comma_ but needed a bit more. But on my birthday_comma_ my parents paid the rest for me.,That is so cool of them. That is how parents should be,1,31,12,2,,
hit:6439_conv:12879,surprised,When I was younger_comma_ there was a car I really wanted. I had worked to make the money for it_comma_ but needed a bit more. However_comma_ for my birthday_comma_ my parents paid the rest and gave me the car.,I agree. I really wanted to do it myself_comma_ but it is something I will never forget.,We all need a little help sometimes,2,17,7,2,,
hit:5880_conv:11760,disappointed,An online payment distributor won't instantly verify my bank account,So an online payment distributor company will not instantly verify my bank account even though the login info is correct. Feels bad man.,That sucks. Did they give you any reason why they will not verify it?,1,23,14,3,,
hit:5880_conv:11760,disappointed,An online payment distributor won't instantly verify my bank account,Nope. I even double checked the login info and signed into my bank's website no problem. I feel a bit let down.,Well_comma_ I hope they can get you taken care of soon. I know I hate it when I cannot get to my money I have online.,2,22,26,3,,
hit:5880_conv:11760,disappointed,An online payment distributor won't instantly verify my bank account,So an online payment distributor company will not instantly verify my bank account even though the login info is correct. Feels bad man.,That sucks. Did they give you any reason why they will not verify it?,1,23,14,3,,
hit:5880_conv:11760,disappointed,An online payment distributor won't instantly verify my bank account,Nope. I even double checked the login info and signed into my bank's website no problem. I feel a bit let down.,Well_comma_ I hope they can get you taken care of soon. I know I hate it when I cannot get to my money I have online.,2,22,26,3,,
hit:7141_conv:14283,grateful,My sister helped me to study for my finals and I got an amazing grade,My sister helped me study for my finals_comma_ and now thanks to her I got an amazing grade,Awesome_comma_ congrats was this during a college course?,1,18,8,2,,
hit:7141_conv:14283,grateful,My sister helped me to study for my finals and I got an amazing grade,Yes_comma_ my first semester,Was is a general eduaction class or one towards your major?,2,4,11,2,,
hit:7141_conv:14283,grateful,My sister helped me to study for my finals and I got an amazing grade,My sister helped me study for my finals_comma_ and now thanks to her I got an amazing grade,Awesome_comma_ congrats was this during a college course?,1,18,8,2,,
hit:7141_conv:14283,grateful,My sister helped me to study for my finals and I got an amazing grade,Yes_comma_ my first semester,Was is a general eduaction class or one towards your major?,2,4,11,2,,
hit:8343_conv:16686,confident,I had a final exam today. I know I aced it because I prepared for weeks.,I had my final exam for Chemistry today!,How did you do?,1,8,4,2,,
hit:8343_conv:16686,confident,I had a final exam today. I know I aced it because I prepared for weeks.,I am pretty sure I Aced it! I have been studying for weeks.,That is good. I was never good at chemistry,2,13,9,2,,
hit:8343_conv:16686,confident,I had a final exam today. I know I aced it because I prepared for weeks.,I had my final exam for Chemistry today!,How did you do?,1,8,4,2,,
hit:8343_conv:16686,confident,I had a final exam today. I know I aced it because I prepared for weeks.,I am pretty sure I Aced it! I have been studying for weeks.,That is good. I was never good at chemistry,2,13,9,2,,
hit:3809_conv:7618,impressed,I have recently become vegan because of health reasons and I am very impressed with the food.  I have found some amazing recipes that make me not miss meat at all,I have recently become vegan and I am very impressed with the food,That is interesting. Do you miss meat or dairy at all?,1,13,11,3,,
hit:3809_conv:7618,impressed,I have recently become vegan because of health reasons and I am very impressed with the food.  I have found some amazing recipes that make me not miss meat at all,I had to start eating this way because of health reasons and I have found some amazing recipes on Pinterest.   It makes me not miss meat or dairy at all,That is good to hear. I wish you the best of luck with your new diet.,2,30,16,3,,
hit:3809_conv:7618,impressed,I have recently become vegan because of health reasons and I am very impressed with the food.  I have found some amazing recipes that make me not miss meat at all,I have recently become vegan and I am very impressed with the food,That is interesting. Do you miss meat or dairy at all?,1,13,11,3,,
hit:3809_conv:7618,impressed,I have recently become vegan because of health reasons and I am very impressed with the food.  I have found some amazing recipes that make me not miss meat at all,I had to start eating this way because of health reasons and I have found some amazing recipes on Pinterest.   It makes me not miss meat or dairy at all,That is good to hear. I wish you the best of luck with your new diet.,2,30,16,3,,
hit:9395_conv:18791,guilty,took something without paying,i went to the store today_comma_ and when i got back to my car i realized i didnt pay for 2  12packs of soda,Did you go back?,1,24,4,3,,
